:START_ID(Athlete-ID),:END_ID(Event-ID),medal_type,medal_date,:TYPE
1902148,ARCWINDIVID,Silver Medal,2024-08-03,WON_MEDAL
1902148,ARCWTEAM3,Gold Medal,2024-07-28,WON_MEDAL
1902295,TTEMSINGLES,Gold Medal,2024-08-04,WON_MEDAL
1902295,TTEMTEAM,Gold Medal,2024-08-09,WON_MEDAL
1902300,TTEMTEAM,Gold Medal,2024-08-09,WON_MEDAL
1902301,TTEMTEAM,Gold Medal,2024-08-09,WON_MEDAL
1902301,TTEXDOUBLES,Gold Medal,2024-07-30,WON_MEDAL
1902307,TTEWSINGLES,Gold Medal,2024-08-03,WON_MEDAL
1902307,TTEWTEAM,Gold Medal,2024-08-10,WON_MEDAL
1902313,TTEWSINGLES,Silver Medal,2024-08-03,WON_MEDAL
1902313,TTEWTEAM,Gold Medal,2024-08-10,WON_MEDAL
1902313,TTEXDOUBLES,Gold Medal,2024-07-30,WON_MEDAL
1902314,TTEWTEAM,Gold Medal,2024-08-10,WON_MEDAL
1902450,OWSM10KM,Bronze Medal,2024-08-09,WON_MEDAL
1902786,WREWFS62KG,Bronze Medal,2024-08-10,WON_MEDAL
1902787,WLFM73KG,Bronze Medal,2024-08-08,WON_MEDAL
1902841,TKWW49KG,Gold Medal,2024-08-07,WON_MEDAL
1902869,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902870,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902875,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902880,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902881,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902882,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902886,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902890,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902892,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902893,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902901,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902902,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1902910,VVOMTEAM6,Silver Medal,2024-08-10,WON_MEDAL
1903011,WLFM89KG,Gold Medal,2024-08-09,WON_MEDAL
1903112,ATHWHEPTATH,Gold Medal,2024-08-09,WON_MEDAL
1903120,CRDWRR,Bronze Medal,2024-08-04,WON_MEDAL
1903136,CRDMRR,Gold Medal,2024-08-03,WON_MEDAL
1903136,CRDMTT,Gold Medal,2024-07-27,WON_MEDAL
1903147,CRDMTT,Bronze Medal,2024-07-27,WON_MEDAL
1903248,JUDW70KG,Bronze Medal,2024-07-31,WON_MEDAL
1903284,TKWW67KG,Bronze Medal,2024-08-09,WON_MEDAL
1903531,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1903546,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1903552,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1903602,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1903616,SWMM50MFR,Silver Medal,2024-08-02,WON_MEDAL
1903617,SWMM200MFR,Silver Medal,2024-07-29,WON_MEDAL
1903617,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1903621,SWMM200MIM,Silver Medal,2024-08-02,WON_MEDAL
1903621,SWMM4X200MFR,Gold Medal,2024-07-30,WON_MEDAL
1904038,TKWW57KG,Gold Medal,2024-08-08,WON_MEDAL
1904039,TKWWO67KG,Bronze Medal,2024-08-10,WON_MEDAL
1904040,TKWM58KG,Gold Medal,2024-08-07,WON_MEDAL
1904099,ATHMTRPLJUMP,Gold Medal,2024-08-09,WON_MEDAL
1904165,ATHM20KMWALK,Bronze Medal,2024-08-01,WON_MEDAL
1904165,ATHX42KWALKT,Gold Medal,2024-08-07,WON_MEDAL
1904232,TRIXTEAM4,Bronze Medal,2024-08-05,WON_MEDAL
1904244,TRIWOLYMPIC,Bronze Medal,2024-07-31,WON_MEDAL
1904244,TRIXTEAM4,Bronze Medal,2024-08-05,WON_MEDAL
1904248,TRIXTEAM4,Bronze Medal,2024-08-05,WON_MEDAL
1904251,TRIMOLYMPIC,Gold Medal,2024-07-31,WON_MEDAL
1904251,TRIXTEAM4,Bronze Medal,2024-08-05,WON_MEDAL
1904430,SHOMTRM,Gold Medal,2024-07-30,WON_MEDAL
1904740,GARM1APVT,Bronze Medal,2024-08-04,WON_MEDAL
1904741,GARM1APFX,Bronze Medal,2024-08-03,WON_MEDAL
1904745,GTRW1TRA,Gold Medal,2024-08-02,WON_MEDAL
1904977,SWMM200MBA,Gold Medal,2024-08-01,WON_MEDAL
1905347,SALMILCA7,Silver Medal,2024-08-07,WON_MEDAL
1905369,ATHW20KMWALK,Silver Medal,2024-08-01,WON_MEDAL
1905369,ATHX42KWALKT,Gold Medal,2024-08-07,WON_MEDAL
1905860,SWMM100MBF,Gold Medal,2024-08-03,WON_MEDAL
1905860,SWMM200MBF,Silver Medal,2024-07-31,WON_MEDAL
1906483,ROWWSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1906494,ROWWSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1906506,ROWWSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1906511,ROWWSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1906515,ROWMSCULL1,Gold Medal,2024-08-03,WON_MEDAL
1907171,SWMW1500MFR,Bronze Medal,2024-07-31,WON_MEDAL
1907192,SWMM400MFR,Gold Medal,2024-07-27,WON_MEDAL
1907234,OWSM10KM,Silver Medal,2024-08-09,WON_MEDAL
1908195,GARM1APFX,Silver Medal,2024-08-03,WON_MEDAL
1908226,GRYW5AA,Silver Medal,2024-08-10,WON_MEDAL
1908230,GRYW5AA,Silver Medal,2024-08-10,WON_MEDAL
1908233,GRYW5AA,Silver Medal,2024-08-10,WON_MEDAL
1908235,GRYW5AA,Silver Medal,2024-08-10,WON_MEDAL
1908240,GRYW5AA,Silver Medal,2024-08-10,WON_MEDAL
1908333,ATHWTRPLJUMP,Gold Medal,2024-08-03,WON_MEDAL
1908350,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908352,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908353,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908354,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908355,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908357,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908359,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908360,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908361,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908365,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908369,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908370,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908371,WPOMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1908817,BOXM51KG,Bronze Medal,2024-08-04,WON_MEDAL
1908835,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1908838,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1908841,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1908846,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908847,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908848,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908850,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908851,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908852,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908852,SWAWTEAM2,Gold Medal,2024-08-10,WON_MEDAL
1908853,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908853,SWAWTEAM2,Gold Medal,2024-08-10,WON_MEDAL
1908854,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908855,SWAOTEAM8,Gold Medal,2024-08-07,WON_MEDAL
1908897,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1908901,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1908911,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1909011,BOXM92KG,Bronze Medal,2024-08-04,WON_MEDAL
1909030,OWSM10KM,Gold Medal,2024-08-09,WON_MEDAL
1909209,SWMW1500MFR,Silver Medal,2024-07-31,WON_MEDAL
1909278,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909284,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909292,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909292,SWMM50MFR,Bronze Medal,2024-08-02,WON_MEDAL
1909294,SWMM200MBF,Gold Medal,2024-07-31,WON_MEDAL
1909294,SWMM200MBR,Gold Medal,2024-07-31,WON_MEDAL
1909294,SWMM200MIM,Gold Medal,2024-08-02,WON_MEDAL
1909294,SWMM400MIM,Gold Medal,2024-07-28,WON_MEDAL
1909294,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909299,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909307,SWMM4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1909907,BKGWINDIVID,Bronze Medal,2024-08-09,WON_MEDAL
1910330,TENWDOUBLES,Gold Medal,2024-08-04,WON_MEDAL
1910367,TKWM68KG,Bronze Medal,2024-08-08,WON_MEDAL
1910372,TKWW49KG,Silver Medal,2024-08-07,WON_MEDAL
1910412,ATHM800M,Gold Medal,2024-08-10,WON_MEDAL
1910445,ATHM3000MST,Bronze Medal,2024-08-07,WON_MEDAL
1910451,ATHW1500M,Gold Medal,2024-08-10,WON_MEDAL
1910451,ATHW5000M,Silver Medal,2024-08-05,WON_MEDAL
1910453,ATHW3000MST,Bronze Medal,2024-08-06,WON_MEDAL
1910555,ATHMMARATHON,Bronze Medal,2024-08-10,WON_MEDAL
1910560,ATHW10000M,Gold Medal,2024-08-09,WON_MEDAL
1910560,ATHW5000M,Gold Medal,2024-08-05,WON_MEDAL
1911932,ATHW100MHURD,Silver Medal,2024-08-10,WON_MEDAL
1912009,BOXM71KG,Bronze Medal,2024-08-06,WON_MEDAL
1912322,ATHMDISCUS,Gold Medal,2024-08-07,WON_MEDAL
1912507,CTRWMADISON,Silver Medal,2024-08-09,WON_MEDAL
1912507,CTRWPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1912508,CTRWPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1912510,CTRMPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1912514,CTRWSPRTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1912515,CTRMSPRINT,Bronze Medal,2024-08-09,WON_MEDAL
1912515,CTRMSPRTEAM3,Silver Medal,2024-08-06,WON_MEDAL
1912519,CTRWMADISON,Silver Medal,2024-08-09,WON_MEDAL
1912519,CTRWPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1912522,CTRWKEIRIN,Bronze Medal,2024-08-08,WON_MEDAL
1912522,CTRWSPRINT,Bronze Medal,2024-08-11,WON_MEDAL
1912522,CTRWSPRTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1912525,CRDWTT,Silver Medal,2024-07-27,WON_MEDAL
1912532,CTRWPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1912536,CTRMSPRTEAM3,Silver Medal,2024-08-06,WON_MEDAL
1912538,CTRWPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1912546,MTBMXCTRY,Gold Medal,2024-07-29,WON_MEDAL
1912548,BMFMINDVFRST,Silver Medal,2024-07-31,WON_MEDAL
1912557,CTRMPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1912560,CTRMPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1912564,CTRWSPRTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1912567,CTRMSPRTEAM3,Silver Medal,2024-08-06,WON_MEDAL
1912568,CTRMSPRTEAM3,Silver Medal,2024-08-06,WON_MEDAL
1912571,CTRMPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1912575,CTRMPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1913218,GLFWSTROKE,Bronze Medal,2024-08-10,WON_MEDAL
1913286,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1913334,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1913346,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1913372,ARCWTEAM3,Silver Medal,2024-07-28,WON_MEDAL
1913380,ARCWTEAM3,Silver Medal,2024-07-28,WON_MEDAL
1913382,ARCWTEAM3,Silver Medal,2024-07-28,WON_MEDAL
1913418,BDMXDOUBLES,Gold Medal,2024-08-02,WON_MEDAL
1913424,BDMMDOUBLES,Silver Medal,2024-08-04,WON_MEDAL
1913429,BDMMDOUBLES,Silver Medal,2024-08-04,WON_MEDAL
1913432,BDMXDOUBLES,Gold Medal,2024-08-02,WON_MEDAL
1913436,BDMWSINGLES,Silver Medal,2024-08-05,WON_MEDAL
1913438,BDMWDOUBLES,Gold Medal,2024-08-03,WON_MEDAL
1913439,BDMWDOUBLES,Gold Medal,2024-08-03,WON_MEDAL
1913441,BDMWDOUBLES,Silver Medal,2024-08-03,WON_MEDAL
1913442,BDMWDOUBLES,Silver Medal,2024-08-03,WON_MEDAL
1913523,RU7MTEAM7,Silver Medal,2024-07-27,WON_MEDAL
1913699,CLBMSPEED,Silver Medal,2024-08-08,WON_MEDAL
1913702,CLBWSPEED,Silver Medal,2024-08-07,WON_MEDAL
1913736,CSPMK2-500M,Gold Medal,2024-08-09,WON_MEDAL
1913736,CSPMK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1913737,CSPMK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1913740,CSPMK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1913743,CSPWK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1913746,CSPMK2-500M,Gold Medal,2024-08-09,WON_MEDAL
1913746,CSPMK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1913749,CSPWK2-500M,Bronze Medal,2024-08-09,WON_MEDAL
1913749,CSPWK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1913770,CSLWC1,Silver Medal,2024-07-31,WON_MEDAL
1913780,CSLMX1,Bronze Medal,2024-08-05,WON_MEDAL
1913793,CSPWK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1913800,CSPWK2-500M,Bronze Medal,2024-08-09,WON_MEDAL
1913800,CSPWK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1913899,SHOMARM,Gold Medal,2024-07-29,WON_MEDAL
1913899,SHOXARMT,Gold Medal,2024-07-27,WON_MEDAL
1913907,SHOMAPM,Gold Medal,2024-07-28,WON_MEDAL
1913913,SHOMRFPM,Gold Medal,2024-08-05,WON_MEDAL
1913919,SHOMRFPM,Bronze Medal,2024-08-05,WON_MEDAL
1913922,SHOMR3PM,Gold Medal,2024-08-01,WON_MEDAL
1913928,SHOMTRM,Silver Medal,2024-07-30,WON_MEDAL
1913945,SHOWARW,Silver Medal,2024-07-29,WON_MEDAL
1913945,SHOXARMT,Gold Medal,2024-07-27,WON_MEDAL
1913972,SHOWR3PW,Bronze Medal,2024-08-02,WON_MEDAL
1913978,SHOXSKMT,Bronze Medal,2024-08-05,WON_MEDAL
1914467,JUDW48KG,Silver Medal,2024-07-27,WON_MEDAL
1914523,FENMTEAMEPEE,Bronze Medal,2024-08-02,WON_MEDAL
1914531,FENMTEAMEPEE,Bronze Medal,2024-08-02,WON_MEDAL
1914535,FENMTEAMEPEE,Bronze Medal,2024-08-02,WON_MEDAL
1914540,FENMTEAMEPEE,Bronze Medal,2024-08-02,WON_MEDAL
1914832,TKWM80KG,Bronze Medal,2024-08-09,WON_MEDAL
1914905,EQUODRESINDV,Gold Medal,2024-08-04,WON_MEDAL
1914905,EQUODRESTEAM,Gold Medal,2024-08-03,WON_MEDAL
1914907,EQUODRESTEAM,Gold Medal,2024-08-03,WON_MEDAL
1914909,EQUODRESINDV,Silver Medal,2024-08-04,WON_MEDAL
1914909,EQUODRESTEAM,Gold Medal,2024-08-03,WON_MEDAL
1914912,EQUOJUMPINDV,Gold Medal,2024-08-06,WON_MEDAL
1914921,EQUOEVENINDV,Gold Medal,2024-07-29,WON_MEDAL
1914936,EQUODRESTEAM,Gold Medal,2024-08-03,WON_MEDAL
1915317,SHOWTRW,Silver Medal,2024-07-31,WON_MEDAL
1915325,SHOXSKMT,Gold Medal,2024-08-05,WON_MEDAL
1915333,SHOXSKMT,Gold Medal,2024-08-05,WON_MEDAL
1915338,ATHW400M,Silver Medal,2024-08-09,WON_MEDAL
1915370,CTRMOMNIUM,Bronze Medal,2024-08-08,WON_MEDAL
1915766,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915768,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915769,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915778,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915781,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915782,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915784,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915790,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915791,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915792,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915793,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915801,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915802,WPOMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1915828,GARM1APVT,Silver Medal,2024-08-04,WON_MEDAL
1916182,FENWTEAMEPEE,Silver Medal,2024-07-30,WON_MEDAL
1916183,FENWEPEE,Silver Medal,2024-07-27,WON_MEDAL
1916183,FENWTEAMEPEE,Silver Medal,2024-07-30,WON_MEDAL
1916184,FENWTEAMEPEE,Silver Medal,2024-07-30,WON_MEDAL
1916185,FENWTEAMEPEE,Silver Medal,2024-07-30,WON_MEDAL
1916194,FENMEPEE,Silver Medal,2024-07-28,WON_MEDAL
1916213,FENMTEAMFOIL,Bronze Medal,2024-08-04,WON_MEDAL
1916215,FENMTEAMFOIL,Bronze Medal,2024-08-04,WON_MEDAL
1916216,FENMTEAMFOIL,Bronze Medal,2024-08-04,WON_MEDAL
1916217,FENMTEAMFOIL,Bronze Medal,2024-08-04,WON_MEDAL
1916222,FENWSABRE,Silver Medal,2024-07-29,WON_MEDAL
1916223,FENWSABRE,Gold Medal,2024-07-29,WON_MEDAL
1916230,FENMTEAMSABR,Bronze Medal,2024-07-31,WON_MEDAL
1916231,FENMTEAMSABR,Bronze Medal,2024-07-31,WON_MEDAL
1916232,FENMTEAMSABR,Bronze Medal,2024-07-31,WON_MEDAL
1916234,FENMTEAMSABR,Bronze Medal,2024-07-31,WON_MEDAL
1916685,ROWMNOCOX2,Gold Medal,2024-08-02,WON_MEDAL
1916809,BMFMINDVFRST,Gold Medal,2024-07-31,WON_MEDAL
1916814,ATHMHAMMER,Silver Medal,2024-08-04,WON_MEDAL
1917153,WLFM61KG,Bronze Medal,2024-08-07,WON_MEDAL
1917154,WLFW71KG,Gold Medal,2024-08-09,WON_MEDAL
1917738,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917741,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917746,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917752,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917756,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917757,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917758,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917759,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917760,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917762,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917765,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917766,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917769,VVOWTEAM6,Silver Medal,2024-08-11,WON_MEDAL
1917982,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1917987,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1917988,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1917991,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1917993,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1917994,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918000,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918002,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918003,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918007,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918009,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918011,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918012,VVOMTEAM6,Bronze Medal,2024-08-09,WON_MEDAL
1918369,WLFM102KG,Gold Medal,2024-08-10,WON_MEDAL
1918372,WLFM61KG,Gold Medal,2024-08-07,WON_MEDAL
1918376,WLFWO81KG,Gold Medal,2024-08-11,WON_MEDAL
1918377,WLFW49KG,Gold Medal,2024-08-07,WON_MEDAL
1918379,WLFW59KG,Gold Medal,2024-08-08,WON_MEDAL
1918789,GTRM1TRA,Bronze Medal,2024-08-02,WON_MEDAL
1918790,GTRM1TRA,Silver Medal,2024-08-02,WON_MEDAL
1918832,SALXNACRA17,Bronze Medal,2024-08-08,WON_MEDAL
1918833,SALM49ER,Silver Medal,2024-08-02,WON_MEDAL
1918834,SALM49ER,Silver Medal,2024-08-02,WON_MEDAL
1918835,SALXNACRA17,Bronze Medal,2024-08-08,WON_MEDAL
1918856,GARM1APSR,Gold Medal,2024-08-04,WON_MEDAL
1918856,GARMTEAM,Silver Medal,2024-07-29,WON_MEDAL
1918858,GARMTEAM,Silver Medal,2024-07-29,WON_MEDAL
1918860,GARM1AA,Bronze Medal,2024-07-31,WON_MEDAL
1918860,GARMTEAM,Silver Medal,2024-07-29,WON_MEDAL
1918864,GARM1AA,Silver Medal,2024-07-31,WON_MEDAL
1918864,GARM1APHB,Bronze Medal,2024-08-05,WON_MEDAL
1918864,GARMTEAM,Silver Medal,2024-07-29,WON_MEDAL
1918865,GARM1APPB,Gold Medal,2024-08-05,WON_MEDAL
1918865,GARM1APSR,Silver Medal,2024-08-04,WON_MEDAL
1918865,GARMTEAM,Silver Medal,2024-07-29,WON_MEDAL
1918872,GARW1APUB,Silver Medal,2024-08-04,WON_MEDAL
1918881,GARW1APBB,Silver Medal,2024-08-05,WON_MEDAL
1919002,ATHW20KMWALK,Gold Medal,2024-08-01,WON_MEDAL
1919065,ATHWSHOTPUT,Bronze Medal,2024-08-09,WON_MEDAL
1919067,ATHWDISCUS,Silver Medal,2024-08-05,WON_MEDAL
1919077,ATHWHAMMER,Bronze Medal,2024-08-06,WON_MEDAL
1919479,GARMTEAM,Gold Medal,2024-07-29,WON_MEDAL
1919480,GARM1AA,Gold Medal,2024-07-31,WON_MEDAL
1919480,GARM1APHB,Gold Medal,2024-08-05,WON_MEDAL
1919480,GARM1APPB,Bronze Medal,2024-08-05,WON_MEDAL
1919480,GARMTEAM,Gold Medal,2024-07-29,WON_MEDAL
1919490,GARMTEAM,Gold Medal,2024-07-29,WON_MEDAL
1919491,GARMTEAM,Gold Medal,2024-07-29,WON_MEDAL
1919492,GARMTEAM,Gold Medal,2024-07-29,WON_MEDAL
1919914,ATHWJAVELIN,Gold Medal,2024-08-10,WON_MEDAL
1919973,WREMGR60KG,Silver Medal,2024-08-06,WON_MEDAL
1919983,WREMGR130KG,Bronze Medal,2024-08-06,WON_MEDAL
1920000,WREWFS50KG,Bronze Medal,2024-08-07,WON_MEDAL
1920006,WREWFS53KG,Bronze Medal,2024-08-08,WON_MEDAL
1920010,WREWFS57KG,Bronze Medal,2024-08-09,WON_MEDAL
1920096,ATHW4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1920119,ATHW4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1920142,ATHW4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1920164,ATHW4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1920169,ATHW4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1920175,ATHWLONGJUMP,Silver Medal,2024-08-08,WON_MEDAL
1920180,ATHMDECATH,Silver Medal,2024-08-03,WON_MEDAL
1920183,ATHWSHOTPUT,Gold Medal,2024-08-09,WON_MEDAL
1920569,BMFWINDVFRST,Gold Medal,2024-07-31,WON_MEDAL
1921490,ROWMNOCOX2,Gold Medal,2024-08-02,WON_MEDAL
1921738,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921740,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921742,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921743,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921746,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921747,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921749,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921751,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921752,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921753,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921757,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1921761,VVOWTEAM6,Gold Medal,2024-08-11,WON_MEDAL
1922205,ATHWDISCUS,Bronze Medal,2024-08-05,WON_MEDAL
1922593,ATHMDISCUS,Silver Medal,2024-08-07,WON_MEDAL
1923042,CTRWMADISON,Gold Medal,2024-08-09,WON_MEDAL
1923048,CTRWMADISON,Gold Medal,2024-08-09,WON_MEDAL
1923517,CTRMPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1923518,CTRMMADISON,Silver Medal,2024-08-10,WON_MEDAL
1923518,CTRMPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1923519,CTRMMADISON,Silver Medal,2024-08-10,WON_MEDAL
1923520,CRDMTT,Silver Medal,2024-07-27,WON_MEDAL
1923520,CTRMPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1923521,CTRMPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1923529,CTRMPURTEAM4,Bronze Medal,2024-08-07,WON_MEDAL
1923629,GLFMSTROKE,Silver Medal,2024-08-04,WON_MEDAL
1923694,GRYW1AA,Bronze Medal,2024-08-09,WON_MEDAL
1923699,GRYW5AA,Bronze Medal,2024-08-10,WON_MEDAL
1923700,GRYW5AA,Bronze Medal,2024-08-10,WON_MEDAL
1923701,GRYW5AA,Bronze Medal,2024-08-10,WON_MEDAL
1923703,GRYW5AA,Bronze Medal,2024-08-10,WON_MEDAL
1923704,GRYW5AA,Bronze Medal,2024-08-10,WON_MEDAL
